"","amacrine.cell","microglial.cell","Muller.cell","retinal.bipolar.neuron.type.A","retinal.bipolar.neuron.type.B","retinal.bipolar.neuron.type.C","retinal.bipolar.neuron.type.D","retinal.cone.cell","retinal.ganglion.cell","retinal.rod.cell.type.A","retinal.rod.cell.type.B","retinal.rod.cell.type.C"
"DNMT3A",0.972902928,0.225495382,0.425493879,0.518138091,0.562536851,0.715595015,0.533958765,0.614352687,0.094628887,0.402405268,0.687526551,0.803469958
"TMEM214",0.160253728,0.150524386,0.088962297,0.075360639,0.077993222,0.086834201,0.033341061,0.072352369,0,0.038341619,0.056911579,0.020006845
"ATAD2B",0.361628789,0.188502876,0.239764307,0.275168039,0.17399746,0.301601924,0.318879891,0.4259915,0,0.16238102,0.288510691,0.131019796
"FKBP1B",0.269616916,0.048891942,0.377833979,0.020907867,0.03980937,0.047374818,0.018498942,0.157485353,0.923476704,0.022550674,0.015882198,0
"ATL2",0.293528955,0.06850066,0.113161321,0.209284891,0.177252965,0.14433727,0.218945634,0.173414447,0,0.105046539,0.141866437,0.089065559
"YPEL5",1.243572995,0.953094932,1.224591207,1.821775821,1.492149858,1.535607387,1.086207713,2.598075976,1.922050548,1.648315741,1.249091984,0.941732452
"FAM98A",0.46857432,0.133985029,0.327582426,0.330121102,0.326594723,0.246386387,0.249312159,0.232631013,0.275675342,0.19149085,0.15231852,0.142053808
"YIPF4",1.425351448,0.727021887,1.145091852,1.262688049,1.200940416,1.206870747,1.189897681,1.343454516,0.243305581,0.878875181,1.002168889,0.788217881
"AFTPH",0.507629255,0.369304645,0.663437209,0.598214189,0.434073597,0.485761632,0.50025826,0.660840622,0.125815592,0.340334956,0.402169497,0.388261083
"LGALSL",0.325136436,0.171023676,0.85349098,0.420636729,0.450745884,0.459813813,0.402095832,1.475190261,0.26341556,1.686485904,1.376850374,0.947720147
"CNRIP1",2.248848281,0.375610632,0.664280611,1.626280185,1.761126007,1.624973909,1.965468621,1.41124617,1.356907417,1.310665098,0.819037924,0.741724652
"BCL11A",0.675586994,0,0.004705708,0.004400753,0.012538214,0,0,0,0.068225762,0.001825096,0.000704061,0
"CRIPT",0.389700078,0.341990921,0.634919408,0.64198769,0.383636378,0.438340552,0.481008164,0.527847886,0.487485117,0.314627408,0.300481482,0.236892976
"EPCAM",0.012757757,0,0.141655605,0.03031712,0.005221454,0,0.021077788,0.004396976,0,0.001315804,0.001268288,0
"SLC17A5",0.310682188,0.168108515,0.146603129,0.126426598,0.112173742,0.121939089,0.17035627,0.656801968,0.044363484,0.439517291,0.455520122,0.391353184
"OGFRL1",0.325231175,1.110398847,0.937904395,0.032427032,0.90999779,0.065182616,0.056112519,0.702548487,0.110870354,0.007835586,0.007822056,0.019242824
"SLF2",0.704724514,0.254125496,0.548404181,0.509342791,0.655987579,0.690732136,0.60137749,0.424717281,0,0.247606956,0.433833476,0.376930902
"IDE",0.19612044,0.099811792,0.178060281,0.25770477,0.14775698,0.165346155,0.205715239,0.728502326,0.124221291,0.272446644,0.35894521,0.38862478
"ELOVL3",0,0,0,0,0,0,0,0.024236831,0,0.000770902,0.00299848,0
"IFIT3",0.403629502,0.103961631,0.199787077,0.04068047,0.024752902,0.0230172,0.13852722,0.004368054,0,0.00217791,0.008877475,0
"IFIT2",0.09553603,0.174941901,0.137952169,0,0,0,0,0.005852955,0.074447609,0.001358244,0.001204199,0
"GPAM",0.139718639,0.019325188,0.068037744,0.108642561,0.119731599,0.064721086,0.059554116,0.147630391,0.114813188,0.05817571,0.067129223,0.136116857
"CUTC",0.515230047,0.266156663,0.286970856,0.41232126,0.512001762,0.371227212,0.440457112,0.819067322,0.148424334,0.551315681,0.427843578,0.453973328
"PPP1R3C",0.09379646,0.09674787,1.453480223,0.133616775,0.155259856,0.145127102,0.060703966,0.05683155,0.173107503,0.086491492,0.068844512,0.217330594
"PYROXD2",0.024234941,0.022700128,0.07136938,0.009359658,0.006930312,0.006661795,0.009935968,0.004248832,0,0.003562375,0.007075227,0
"CNNM1",0.414639974,0.022306313,0.010816864,0.265925223,0.171077461,0.249287649,0.218354651,0.008848996,0.035885001,0.007801944,0.012596647,0
"MXI1",1.009045016,0.207093026,1.206532817,0.637649102,1.103175818,0.5217696,0.636295452,0.458354996,0.398437511,0.336614302,0.344259113,0.341403196
"SMNDC1",0.519912875,0.12998097,0.337853662,0.530030967,0.509376645,0.446517277,0.433054591,0.427698545,0.27799271,0.373809851,0.345219288,0.224473661
"C10orf88",0.207356823,0.041236362,0.078285651,0.144871347,0.174263225,0.154767098,0.164675338,0.244365848,0.128080659,0.164187564,0.139616481,0.165470076
"HELLS",0.344477457,0.055132913,0.032075656,0.087318971,0.182530402,0.079088516,0.087550022,0.02863887,0.060326058,0.044387085,0.055768926,0
"PRLHR",0,0,0.004407698,0,0,0,0,0.005370448,0,0,0.000669658,0
"TCTN3",0.31945938,0.152969516,0.360382608,0.44521146,0.335056165,0.250895478,0.384509397,0.295995468,0,0.317701567,0.312322579,0.283185774
"FAM45A",0.647002655,0.274148681,0.45400204,0.408791016,0.319392741,0.418135071,0.374632261,0.444381003,0.454206489,0.208911087,0.196446379,0.14175706
"AVPI1",0.53560752,0.205836768,0.98655206,0.315627954,0.331492071,0.273576507,0.293271023,0.358885764,0.593388909,0.275632172,0.204699847,0.118764819
"WDR11",0.605776331,0.247969302,0.432792849,0.37225823,0.51157121,0.360748038,0.512405248,0.971153264,0.060326058,0.34720959,0.515900714,0.685309072
"C10orf76",0.159038182,0.163487161,0.099333607,0.134486925,0.119436049,0.106095021,0.18955615,0.565083146,0.073541369,0.079060502,0.081084802,0.072994065
"KCNIP2",0.513371116,0.024347231,0.124471796,1.729669526,0.659794787,0.791964036,0.760183139,0.625321401,0.310092245,0.013062973,0.022260423,0.023197133
"CFAP58",0.033618835,0,0.035477865,0,0,0,0,0,0,0.003258371,0.003389162,0
"GOT1",1.525973243,0.276821405,0.409815181,1.653630455,0.75640909,1.055335932,1.46116404,1.275282694,1.714403747,0.830961787,0.57959237,0.490473618
"CPN1",0,0,0,0,0,0,0,0.01393682,0,0,0,0
"C10orf95",0.135857053,0.086922689,0.14127947,0.147809695,0.069687942,0.070933749,0.027883519,0.401421035,0,0.512089855,0.500528316,0.389070354
"SFRP5",0.046145383,0,0,0,0,0,0,0.009568703,0,0.001360216,0,0
"GNA13",0.051940154,0.507030764,0.363633136,0.07749011,0.09080733,0.034068638,0.026875206,0.073795169,0,0.018882266,0.023347559,0.020145062
"KANSL1",1.361555337,0.621450515,0.716796689,1.06537597,0.946150754,0.960366526,0.859119983,0.883126963,0.058530138,0.530447052,0.896060682,0.739380282
"CRHR1",0,0,0,0.013442871,0,0,0,0,0,0.001289428,0,0
"HOXB3",0,0.019750813,0,0,0,0,0,0,0,0,0,0
"DUSP1",0.386943314,3.681154973,1.884241112,1.268297938,0.406955334,0.310714625,0.154007609,0.203043528,0.07605455,0.558555825,0.535992996,0.433462945
"PANK3",0.48755296,0.080484575,0.169209033,0.251174813,0.280361495,0.169262727,0.247126907,0.241733371,0.075591322,0.078305862,0.122004325,0.072147558
"MSX2",0,0.021098179,0.004581752,0,0,0.016050886,0,0,0,0.000417468,0,0
"RCL1",0.06594127,0.040971706,0.087503525,0.061217617,0.05337183,0.041305164,0.065751759,0.051912314,0,0.058350264,0.050334835,0.024026545
"CAAP1",0.471670218,0.21263095,0.362078138,0.298595241,0.263782887,0.263884036,0.272909349,0.335782242,0.204671731,0.185032622,0.190772362,0.16834437
"EQTN",0,0,0.004551359,0,0,0,0,0,0,0,0,0
"MOB3B",0.118442265,0.025129414,0.781785702,0.009508268,0.006412698,0.034515896,0.018659654,0.02804284,0.088319801,0.00730746,0.010821919,0.027299421
"INSL6",0,0,0,0.004201825,0,0.008057829,0,0.004279484,0,0.000485979,0.002655725,0
"MLANA",0,0,0,0,0,0,0,0,0,0,0.000631688,0
"CD274",0,0,0.015265337,0.021154818,0.028753124,0.02507937,0,0,0,0.001875125,0.001357705,0
"GRIA2",2.309130342,0.043995399,0.090480305,1.792372824,2.416819814,1.72325499,1.081260894,0.510972657,0.134223616,0.01369294,0.008016472,0.025897616
"NUP43",0.147580462,0.067749559,0.139802114,0.144904778,0.100921881,0.125216257,0.115270569,0.107730529,0,0.079167277,0.072291437,0.020930937
"MTHFD1L",0.080136917,0.325733386,0.032823971,0.080254721,0.041482675,0.089591749,0.017833058,0.423943346,0.035885001,0.030369176,0.022695695,0.027848869
"LRP11",0.358100558,0.039983889,0.149358288,0.215994315,0.174785575,0.227764603,0.135235753,0.097405876,0.122873439,0.078071725,0.067121388,0.1519601
"CCDC170",0.049615437,0.146475611,0.061439038,0.02634618,0.005689368,0,0,0.110688048,0,0.032393314,0.022377952,0.072521619
"PCMT1",1.464544334,0.741173079,1.342113801,1.137141021,1.220248208,1.049096664,1.214057728,0.845974683,2.108735667,1.004083751,0.736782879,0.437108984
"PLEKHG1",0.042270677,0.111956707,0.267059159,0.004321607,0,0,0,0,0,0,0.001753622,0.027166857
"MYCT1",0,0,0,0,0,0,0,0,0,0.00377652,0.000666984,0
"CXorf21",0,0.586704847,0.07914425,0,0,0,0,0,0,0,0,0
"CYSTM1",0.26842873,0.319590186,1.533388084,0.255998804,0.148528952,0.117520217,0.106108506,0.940868742,1.830629353,0.412812806,0.26382578,0.26789536
"WDR55",0.24665559,0.229781203,0.055604498,0.180359878,0.093232659,0.15792509,0.188136885,0.143777657,0.117915888,0.078938712,0.068719257,0.086274625
"ARAP3",0.357578695,0,0.058530073,0,0.005105629,0.03584014,0.018922153,0,0,0.000741272,0.003207595,0
"PCDHB8",0,0,0,0,0.005103647,0,0,0,0,0,0,0
"PCDHB10",0.044856676,0,0.013676182,0.040366473,0.102429238,0.071034957,0.105496304,0.005793258,0,0.001052682,0,0
"PCDHB14",0.198957903,0,0.107152455,0.112947071,0.100068156,0.107473275,0.21133266,0,0.063464827,0.001851112,0.000682284,0
"PCDHB12",0.056287758,0,0.025684532,0.009555267,0.067214637,0.023155669,0.066925772,0,0,0.00056487,0,0
"MRPS14",0.674085364,0.346992597,0.726942319,0.986107311,0.689415141,0.571773914,0.620868463,1.114659585,0.500094164,0.639872532,0.472515695,0.500343454
"CENPL",0.044917657,0.027180349,0.033898414,0.05698405,0.027556248,0.022480392,0.065638677,0.044810027,0,0.022051317,0.034090827,0
"TNFSF18",0,0,0,0,0,0,0,0.004906931,0,0,0,0
"SEC16B",0.025479228,0,0,0,0,0,0,0,0,0.005245627,0.006283357,0
"GORAB",0.067898864,0.021496887,0.10383084,0.137519189,0.154670471,0.154162816,0.092842996,0.104600863,0.06080162,0.126241375,0.103072039,0.177818329
"ACAT2",0.45531379,0.39593547,0.359104972,0.260188019,0.271244701,0.340335356,0.429396861,0.216234158,0.864509916,0.222882848,0.16785175,0.157827569
"TCP1",1.009338447,0.836452333,0.573878483,0.669100552,0.700587169,0.676575072,0.694006187,0.450499258,0.74007991,0.672738509,0.471833218,0.535888236
"TTLL2",0.010469677,0,0,0,0.006633638,0,0,0,0,0,0,0
"SNX19",0.251977473,0.095547904,0.193950587,0.20895955,0.142269158,0.119663326,0.11382378,0.230836637,0.074413708,0.187832703,0.300154767,0.183137626
"KCNJ5",0.177994513,0.066982048,0.004705708,0.009110855,0.006633638,0.018026123,0,0.004400584,0,0.004189144,0.004357066,0
"MSANTD2",0.104936959,0.019559699,0.070333542,0.030064246,0.108980717,0.13018214,0.089119047,0.066437623,0,0.037016465,0.046308685,0.047298484
"TP53AIP1",0.056795953,0,0.024047524,0.013780864,0,0.0086894,0.008714929,0.004879996,0.061459765,0.00049708,0.001328339,0
"TEX11",0,0,0.00522156,0,0,0,0,0,0,0,0,0
"ARR3",0.168415934,0.180112943,0.097144781,0.151469578,0.199581366,0.435714666,0.072410902,5.553458363,0.133491357,0.132781732,0.098517764,0.139074066
"PDZD11",0.776547596,0.357416361,0.7480694,1.168063971,0.594103668,0.892833132,0.708292467,0.791633224,1.195764356,0.573991075,0.376505339,0.374215832
"SLC10A7",0.115354702,0.073533043,0.096177062,0.126061042,0.112434324,0.096934402,0.079261258,0.122198597,0,0.08219459,0.105601583,0.113908039
"NUDCD1",0.171952512,0.146593023,0.133535899,0.122630998,0.122010748,0.125751709,0.092676535,0.060350442,0,0.127268276,0.094993435,0.095496526
"ENY2",1.602319261,1.391528924,1.258750476,1.336380428,1.090332895,1.222313173,1.075889371,2.218426675,0.992327221,1.246576245,1.121398233,0.99450627
"MASTL",0.031163989,0.063928428,0.016258471,0.017664257,0.031917182,0.025080365,0.029534127,0.02161275,0,0.016525012,0.016594716,0.027185605
"KIAA1217",0.381814983,0,1.153220021,0.027755271,0.236321445,0.353031889,0.019062538,0.065056553,0,0.008861247,0.007644913,0
"SEPT7P9",0.022590697,0.020468079,0.014768978,0.063933256,0.053763532,0.050898181,0.059134403,0.128031948,0,0.10985752,0.062841423,0.08690255
"PLXDC2",0.362125712,1.69562863,0.397444307,0.570981547,0.838447773,0.215922446,1.166651548,0.229034945,0.260170248,0.623434387,0.59004005,0.870505508
"EPC1",1.484664153,0.623410861,1.227799605,1.457551736,1.337170277,1.362456112,1.48647673,1.273396605,0.187331048,0.697100729,0.921880654,0.832134784
"IQSEC3",1.417054516,0,0.072290078,0.165678401,0.404519514,0.197112616,0.299487265,0.114892239,0.584057376,0.039551614,0.061940237,0.053584272
"CCDC77",0.23354565,0.090040654,0.113632796,0.088195185,0.072598205,0.107660566,0.121170189,0.156183276,0.067150578,0.087312999,0.105332807,0.069944192
"TAF12",0.481069288,0.441896378,0.410549159,0.502501313,0.581711788,0.504317939,0.408843957,0.854046256,0.393063265,0.633064707,0.484015151,0.33972484
"ENOX1",0.187471985,0,0.009285949,0,0.064792464,0.031466274,0.010064939,0.005412306,0,0.001271577,0.001779262,0.047681773
"MTRF1",0.104610738,0.068436236,0.038928098,0.072842008,0.090598991,0.072985183,0.05737759,0.056730863,0,0.055985433,0.073406535,0.067414937
"SPG20-AS1",0.01070896,0,0.054400353,0.023343896,0.005857522,0.016532986,0.00965051,0.043128474,0,0.004545269,0.001742213,0.027389546
"SOHLH2",0.034067262,0,0.00582032,0.022977745,0,0.009662638,0,0.102795375,0.079119849,0.001884375,0.000445729,0
"DNAJC15",1.071478193,0.823419905,0.759545498,0.579129615,0.613689256,0.451527827,0.416712553,0.926748353,0.568453967,0.662489406,0.477908604,0.478486743
"PROSER1",0.166470042,0.038402697,0.075904046,0.096881402,0.109159879,0.0750087,0.106363791,0.080872645,0,0.044867945,0.061321442,0.071430082
"UFM1",0.994727111,0.510154558,0.591421713,0.742534121,0.621858965,0.712644028,0.547840873,0.811457652,1.179864921,0.445322681,0.45482496,0.316460692
"WBP4",1.315778045,0.39371157,0.847956671,1.023819463,0.940583167,0.86071997,0.959064909,0.829324471,0.413714636,0.759950711,0.623499632,0.82574542
"ELF1",0.069318481,1.020906087,0.147406938,0.044680841,0.049529766,0.082047911,0.104673267,0.085374518,0,0.059279343,0.051976386,0.089029052
"SMAD9",0.172895303,0.021985996,0.492522943,0.892525618,0.268005421,0.267610822,0.063902522,0.015092236,0.461589124,0.012990854,0.013334441,0.022128896
"HSPH1",0.681544709,0.696119758,0.244075699,0.47490527,0.380713258,0.33271797,0.338068314,0.520842196,0.307326078,0.214138663,0.142600721,0.241378375
"KBTBD7",0.313069825,0.093768241,0.318754486,0.308434452,0.42707853,0.376096206,0.375695428,0.347629849,0.040399479,0.271116368,0.256161918,0.233779751
"ALG5",0.418321018,0.470526361,0.510677876,0.543939458,0.415341572,0.330713424,0.366349036,0.54521267,0.089505479,0.40924161,0.341334982,0.085745613
"EXOSC8",0.574633655,0.258205597,0.434097627,0.667112857,0.497506635,0.618055396,0.655043009,0.706993723,0.372914708,0.617447037,0.545034625,0.577921709
"ETF1",0.361679046,0.564376237,0.364218689,0.330382772,0.244623232,0.230799599,0.219238323,0.443751232,0.430614604,0.325132303,0.26401287,0.254574008
"TGFBI",0.0229787,1.070877292,0,0,0.004501934,0,0,0,0,0.00055853,0.001378191,0
"FAM53C",0.607418088,0.586508281,0.407041665,0.402741558,0.457166555,0.495527305,0.470870612,0.702258955,0.168276476,0.199470381,0.352020447,0.35788287
"SIL1",0.161106574,0.389276073,0.224796174,0.197373719,0.082438313,0.172771155,0.133675314,0.783345624,0.110341027,0.230035019,0.141501904,0.071050061
"PAIP2",3.175814022,1.457583971,2.162263625,3.402665146,2.763172584,2.753419817,2.762793936,3.236121408,3.317001203,2.268098856,1.542558206,1.274831715
"MYOT",0,0,0,0.008311537,0.007231689,0,0,0,0,0,0,0
"KDM3B",0.258760903,0.136027224,0.275972459,0.211715331,0.292412538,0.200543102,0.268785415,0.280303024,0.081610195,0.17590325,0.201235627,0.165469356
"EGR1",0.060224934,1.661408896,0.06673745,0.035180253,0.066373732,0.022175297,0.035631536,0.052281961,0,0.067028673,0.025014465,0.122023891
"SERP1",1.287003888,2.75460377,1.721928444,1.350090532,1.540842745,1.339926581,1.172229319,1.11466182,0.693208267,0.687260082,0.7814263,0.898814873
"PLS1",0.055888054,0.086558115,0.077921747,0.094149886,0.073204454,0.100893658,0.087024471,0.657359366,0,0.299532329,0.271309815,0.231364972
"ZFP30",0.182825754,0.01827282,0.111711446,0.148879536,0.213767664,0.206078165,0.107849582,0.08947453,0,0.102375955,0.099000787,0.244044035
"NR2C1",0.756126452,0.284299182,0.381844871,1.160000591,0.762646667,0.902092423,0.702604667,0.952420389,0.060326058,0.411778673,0.693122778,0.70745972
"UTP20",0.09710501,0.065620301,0.050925683,0.133949745,0.08042548,0.046435548,0.089639798,0.066500171,0,0.065016701,0.082087262,0.070937631
"TMPO",0.527123917,0.503390059,0.295325368,0.136385644,0.350340382,0.30208769,0.260453868,0.423705193,0,0.409745882,0.360494888,0.30614822
"ARL1",0.626036435,0.398702116,0.734534235,0.859385227,0.609123341,0.556742425,0.635353551,0.654107953,0.351902409,0.838401651,0.558228663,0.52907781
"GLT8D2",0.01059369,0,0.016856083,0.039364197,0.014893483,0.02357518,0.024171168,0,0,0,0.001309735,0
"MTERF2",0.928511652,0.129304567,0.572127606,1.018726562,0.654722275,0.83955466,0.794014725,0.890854479,0.224955351,0.438597098,0.540214765,0.486048165
"SOCS2",0.36542743,0,0.078953377,0.008750288,0.304782613,0.036661695,0.041303657,0.016118801,0.035885001,0.002021545,0.000568171,0
"NFYB",0.538070961,0.146823389,0.464667098,0.543137782,0.599955844,0.594085005,0.514601979,0.528690385,0.305220967,0.832734929,0.62896011,0.354774296
"WASHC3",0.5558572,0.399025449,0.72396267,0.639304374,0.483397629,0.500302857,0.533281914,0.658906012,0.799150005,0.60588602,0.347668074,0.20435676
"APAF1",0.10546274,0.147488267,0.051359325,0.064873809,0.117747856,0.160825164,0.08543303,0.117008365,0,0.057907297,0.083260538,0.052447178
"DUSP4",0.393512401,0.04229788,0.009981425,1.516607416,0.287778292,0.162281402,0.036728702,0.220872841,0,0.004597019,0.004221531,0
"CLU",2.474467799,0.235590518,6.830441547,0.895164958,1.028575304,0.724281397,0.783302088,0.467247452,1.155764587,0.437106665,0.34638151,0.720068157
"TNFRSF10B",0,0.228267255,0.032563094,0.003963244,0,0,0,0.007138172,0,0,0.00059567,0
"SORBS3",0.231573212,0.075755835,0.335728358,0.005055238,0.011447737,0.022410592,0,0.058728153,0.305867502,0.015701968,0.022352151,0.023048076
"PTK2B",0.021898831,0.190967028,0.063270857,0.196132966,0.041716649,0.074385652,0.021300673,0.034927405,0,0.033781174,0.026247543,0
"CHRNA2",0.579211664,0,0.005791779,0.004446995,0,0,0,0,0.153117286,0.000533955,0,0.022018091
"ADRA1A",0,0,0,0,0,0,0,0,0,0,0.000809917,0
"PPP3CC",0.324708849,0.186698005,0.320713704,0.287653752,0.616224637,0.452490911,0.289091022,1.528688632,0.181659407,0.809928381,1.083855536,1.083329582
"PDLIM2",0.173941309,0.302827776,0.32577436,0.050829259,0.049497058,0.048618402,0.058696085,0.025977775,0.293140037,0.044773172,0.033253421,0
"EPHX2",0.568724856,0.022202797,0.839415268,0.621454348,0.310418834,0.421141523,0.313695731,0.691627141,0,0.269992369,0.378139396,0.34976059
"RNF170",0.893235553,0.141674005,0.696719261,0.665856579,0.695372663,0.729367888,0.448321554,1.393876418,0.172425739,1.178657681,0.984711525,0.743126224
"NPPB",0.348867276,0,0.006554747,0.004238943,0,0.016658528,0,0.005201717,0,0,0,0
"UBIAD1",0.120968756,0.042282654,0.195817577,0.146148657,0.147058109,0.121765918,0.144175522,0.169294905,0,0.143116556,0.136185321,0.214816977
"TARDBP",0.747241086,0.395457829,0.567053464,0.750574433,0.639026332,0.738089789,0.57464138,0.682141029,0.045725194,0.525181002,0.506512511,0.281237218
"TNFRSF8",0,0.019646943,0,0,0,0,0,0,0,0,0,0
"ZNF706",1.582357089,1.252150683,1.456135258,1.345078432,1.232778147,1.151727716,1.400133125,1.31316368,0.446615696,0.941280074,0.697448828,0.599614019
"LYPLA1",0.48607918,0.934717764,0.699310791,1.030790146,0.928123116,0.942662971,0.826026869,2.759158632,0.568928787,1.865408547,1.299095439,0.960055252
"CRISPLD1",0.039875999,0,0.291652377,0.004379262,0.059620245,0.024163815,0.009460956,0,0,0.005792352,0.004627003,0
"COPS5",0.739626033,0.639374359,0.476599877,0.692334078,0.380396145,0.532587117,0.52066337,0.641775152,0.423933949,0.634640226,0.432090636,0.374957127
"RDH10",0.0376174,0,2.248307316,0.03371032,0.075829106,0.047617949,0.113312404,0.423627554,0.040399479,0.03918886,0.034629978,0.016841179
"EPX",0,0,0.004336718,0,0,0,0,0,0,0,0,0
"AKAP1",0.372356614,0.293479958,0.146518762,0.32815963,0.270306605,0.420228293,0.326292423,0.611560968,0,0.427540072,0.539187567,0.544658309
"COIL",0.688133183,0.209991685,0.400555716,0.516474914,0.478032328,0.466575382,0.413938077,0.549868661,0.18595213,0.456396111,0.479886695,0.362029743
"TRIM25",0.102996438,0.041065182,0.080585899,0.182462952,0.16210288,0.067772122,0.098067661,0.080701953,0,0.07996722,0.098701631,0.089999559
"SCPEP1",0.203323556,1.326326165,0.401522218,0.421169238,0.118580277,0.235227981,0.194297409,0.258871714,0,0.200454983,0.170616519,0.22043841
"SPOP",1.375103973,0.662875766,1.178059718,0.948231754,1.236773752,0.885417662,0.952712434,0.916445911,0.555958498,0.756581017,0.667280422,0.487037904
"TBX2",0.531681187,0,0.84890897,1.89068049,0.641169997,0.288050948,0.503605928,0.053318908,0.094598607,0.011400784,0.008209909,0.047609788
"SLC35B1",0.637616074,0.375052482,0.537893333,0.498999896,0.434662906,0.382705621,0.393933977,0.604505087,0.114525186,0.430266505,0.384572103,0.324741211
"TBX4",0,0,0,0,0,0.007308085,0,0,0,0,0,0
"NACA3P",0.143735053,0.2527021,0.077146367,0.18906354,0.1445332,0.178773966,0.168658118,0.215793926,0.116138265,0.120753385,0.071484186,0.065361337
"TEX14",0,0.637742521,0.015698755,0.0164634,0.022530971,0.014811093,0.011681487,0.050071916,0,0.030395742,0.028615017,0.068724618
"FAM117A",0.023244254,0,0.052711231,0.08552954,0.133965405,0.186593227,0.108640392,0.284696043,0.045725194,0.026055079,0.043201522,0
"NCAPH",0.011897246,0,0.20847381,0.008996988,0.024270885,0,0.028255392,0.041395193,0.073897559,0.036895281,0.024374055,0.080321349
"LRAT",0.026757043,0,0.099185199,0.004191453,0,0,0,0.009836132,0,0.002561721,0.001014982,0
"TMEM131L",0.010967434,0.066137381,0,0,0.015693554,0,0,0,0,0.001213987,0.000666041,0
"MND1",0.013688661,0,0,0.008384526,0,0,0.009928932,0,0,0.001055181,0,0
"TRIM6",0.010984428,0,0,0,0,0,0,0,0,0,0,0
"ABCC11",0,0,0,0,0,0,0,0.005931222,0,0.00113817,0.003275046,0
"PAPD5",0.364180913,0.192256793,0.133903584,0.485740947,0.625007859,0.411413121,0.293410169,0.29453589,0.128979301,0.129522327,0.127384212,0.125662696
"ADCY7",0.011880415,0.358690596,0,0.003550794,0,0.007994112,0,0.008835078,0,0.001331168,0.001268584,0
"CEP89",0.263407997,0.070402926,0.193563003,0.246176924,0.169038526,0.266473789,0.135677939,0.392380167,0.040399479,0.264514145,0.324923025,0.372913737
"TSHZ3",0.129012527,0,0.005569134,0.100444871,0.126435906,0.13382092,0.289905677,0.004667803,0.055202651,0.001250889,0.00059567,0
"ECHDC2",1.023101612,0.499745107,1.251569813,0.918030445,0.610177103,0.637010325,0.352971633,3.166289425,0.439360475,1.662359594,2.124738107,1.923130257
"PLBD1",0,0.626935991,0.006319982,0,0,0,0,0,0,0,0,0
"TAS2R10",0.010112223,0,0.009740175,0,0,0,0,0,0,0.001122921,0.002001715,0
"PRB2",0.009887785,0,0,0,0,0,0,0,0,0,0,0
